Gene ID	Gene Name	g1.WithInSampleAbundance	g7.WithInSampleAbundance	g6.WithInSampleAbundance	g10.WithInSampleAbundance	g5.WithInSampleAbundance	g3.WithInSampleAbundance	g8.WithInSampleAbundance	g9.WithInSampleAbundance	g2.WithInSampleAbundance	g4.WithInSampleAbundance
SNX24		0	0	294	0	172	131	572	844	0	0
SNX27		6076	9529	7099	4096	5275	5871	8208	7523	4162	10014
SNX29		612	0	172	0	89	601	62	123	0	792
SNX3		49335	63869	83208	76579	73614	60073	59050	65026	76115	109496
SNX30		844	340	1201	328	856	756	571	590	1019	923
SNX33		0	0	290	0	515	387	651	959	0	2864
SNX4		3185	4756	13151	2263	3258	3295	8690	13672	9114	12007
SNX5		7338	6791	7031	5945	8069	7442	6317	5243	11088	5607
SNX6		4789	5637	6879	5358	17382	7291	5044	4385	5510	5337
SNX7		972	308	1662	0	1305	806	2106	2155	2733	1287
SNX8		2155	2060	1711	1425	1296	2408	1449	1332	2669	1673
SNX9		5205	9081	7969	7434	9813	6481	6586	5738	11081	12156
SOAT1		585	208	311	621	300	204	412	697	0	4247
SOD1		30683	65685	69088	70182	89317	39212	45306	90814	39496	71976
SOD2		685793	124714	120218	240150	308518	240129	155895	393204	189975	186247
SOD3		15895	126082	60069	422653	138449	47795	10466	10751	136707	2533
SOGA1		86	0	32	0	0	74	125	47	0	0
SON		282	167	235	570	470	433	773	808	271	187
SORBS1		1887	5610	3867	17025	2870	2144	561	2767	5431	3892
SORBS2		2209	4808	2826	2015	3888	1951	3693	1206	7312	953
SORBS3		2314	5394	4696	4346	6523	3982	2873	3032	7241	4844
SORCS2		0	0	943	256	331	67	208	0	249	824
SORD		24214	71485	75915	14347	25804	37474	1517857	69575	31081	137686
SORL1		292	543	609	119	503	498	1653	1063	573	385
SORT1		297	3180	3028	3267	2249	1869	4156	3920	2726	1387
SOS1		82	0	49	0	99	39	128	38	0	0
SOWAHC		0	810	92	0	788	0	773	1532	0	1051
SP100		1051	289	610	478	596	852	1133	544	481	1024
SP110		0	0	313	0	0	268	0	453	0	948
SP140L		871	0	0	0	881	0	0	53	0	92
SPAG5		52	0	0	85	0	0	0	0	0	0
SPAG7		497	0	2048	0	1551	1087	0	1642	0	283
SPAG9		1371	356	966	1000	1366	825	996	896	268	2192
SPARC		14570	20693	35893	41510	39215	24685	27524	36540	32108	41109
SPARCL1		237	1358	1276	1656	1893	576	1218	1128	1498	1886
SPART		907	1049	883	1036	691	1181	1618	1095	560	818
SPAST		698	0	351	323	262	620	687	232	0	352
SPATA20		966	2048	978	788	941	1548	2009	1614	1378	634
SPATA5		1191	1306	1098	209	940	1019	2346	1714	1142	1597
SPATA5L1		357	351	526	114	70	87	935	817	0	324
SPATS2L		1391	1133	1651	0	186	1058	391	1110	0	4130
SPCS2		50373	11688	30364	15264	26862	52057	15951	26235	30755	14086
SPCS3		92683	31076	49882	27334	56915	103153	41657	43448	55338	31915
SPECC1L		0	0	0	0	115	0	0	64	0	348
SPG11		25	0	92	0	67	110	167	82	0	40
SPG21		4762	2414	3524	0	3404	4106	3063	5478	2374	5302
SPG7		2658	0	687	0	0	350	0	1421	12255	450
SPHK1		3144	340	1705	1037	0	2774	1971	773	241	2943
SPHK2		0	0	0	0	0	0	0	240	0	127
SPIN1		209	0	0	0	702	0	0	171	0	0
SPINT1		3468	1419	2145	7353	1887	2981	4632	4520	3069	1814
SPINT2		4056	1122	4611	0	2884	2231	19595	8577	3592	6070
SPNS1		3432	163	1988	0	3549	1606	3037	1759	0	1227
SPON1		1371	5318	6988	3710	3667	3858	3748	1750	6540	4142
SPON2		0	0	0	0	0	0	0	0	2266	2410
SPOUT1		1079	0	767	0	1002	504	755	582	593	551
SPP1		826	0	0	0	0	0	0	5274	0	13057
SPP2		0	955	0	0	1894	4440	0	0	0	0
SPPL2A		0	0	354	0	0	0	1845	578	0	1324
SPR		18078	27898	55875	23193	29499	29538	82346	75840	90773	23418
SPRR2A		0	0	0	0	0	0	0	12944	0	20362
SPRR2F		0	0	0	0	0	0	0	18732	0	69179
SPRR2G		0	0	0	0	0	0	0	0	0	39171
SPRYD4		5120	8152	7693	4673	5773	6200	10999	11742	4654	16362
SPRYD7		2636	9156	2255	4368	2055	4988	2518	5682	1453	10646
SPTA1		55	293	362	884	133	435	79	153	342	69
SPTAN1		6248	3236	3333	8361	4150	3794	1474	3511	3483	1699
SPTB		133	352	285	965	210	1999	122	146	472	0
SPTBN1		4342	3866	4445	11650	5722	4530	2722	3956	4342	2944
SPTBN2		344	29	142	465	69	485	631	253	102	295
SPTBN4		0	0	0	0	0	0	0	30	0	0
SPTLC1		2608	6010	3289	1954	3217	5979	3075	3641	10148	4602
SPTLC2		3232	2348	2766	141	1874	5029	2252	1615	2285	5851
SQOR		82423	42266	49896	26592	29670	46547	101863	70118	53232	44183
SQSTM1		8336	2971	3730	1608	3074	5527	24201	4957	2145	4085
SRA1		3137	0	3134	0	4101	2741	1785	3840	2105	3538
SRBD1		373	349	529	275	555	481	385	482	482	352
SRC		5501	3184	5724	4156	3101	3101	8118	4361	5201	3225
SRCAP		0	0	0	0	0	0	170	54	0	167
SRCIN1		61	0	285	0	0	807	0	297	0	0
SRGAP1		0	0	0	0	0	0	575	239	0	327
SRGAP2		889	71	1054	0	0	547	868	682	636	967
SRI		175875	246941	214429	55949	214018	110206	409766	103198	200129	125705
SRM		41622	34399	52941	31448	34800	48836	33894	55013	40423	56430
SRP14		10476	23727	27879	8829	31767	15638	28797	33513	35311	28229
SRP19		1818	1889	2058	0	2723	1387	3248	2110	1010	4580
SRP54		4956	2659	3595	1368	2654	3539	6125	4250	2454	3123
SRP68		8870	5013	5095	2754	6075	8280	7730	6845	7313	3945
SRP72		3328	2185	2895	1445	1846	3280	3796	2718	2714	3114
SRP9		54255	80741	183118	14689	40430	41181	92799	177798	68573	118748
SRPK1		889	0	88	0	94	227	0	441	0	739
SRPK2		2213	289	823	1206	0	868	1130	2109	2085	1826
SRPRA		1579	905	1163	900	1132	1753	1271	1586	684	1545
SRPRB		11638	13997	9700	15135	5994	19873	8344	8353	7851	19035
SRPX		898	5030	5399	1958	16175	3611	4138	1212	11326	5172
SRPX2		2115	5703	7427	3377	6849	3646	8841	4587	10627	9775
SRR		814	1431	5956	3888	2924	3333	1791	4491	2257	1307
SRRM2		0	0	135	583	119	160	220	226	205	154
SRRT		4819	1220	1984	2927	341	6115	2434	6080	0	6328
SRSF1		7640	1577	1650	26230	2105	11881	913	8294	995	9769
SRSF10		1914	1019	1434	1568	1588	2040	1900	3492	1110	3931
SRSF11		2630	782	1447	1771	1779	1980	1260	1332	1348	936
SRSF2		6184	9179	7631	60488	7489	9782	6189	8852	7578	9560
SRSF3		38232	6896	5164	90336	4711	39330	3558	31864	5322	64249
SRSF6		1039	783	1448	5001	1310	2241	2386	2471	3150	884
SRSF7		1521	2045	1664	14088	1622	2224	1881	3713	2934	2735
SRSF9		18017	18428	17846	9332	20238	18176	22601	23558	20507	11427
SRXN1		14502	8168	6545	9309	12689	13580	10958	4770	17087	9177
SS18		14463	26640	19252	7355	17402	16263	51912	12263	15834	65739
SSB		8764	9039	7704	8522	10066	5674	7272	12603	5923	17011
SSBP1		176564	73742	125258	32885	36071	73038	166665	69578	93329	66750
SSC5D		0	2017	1441	2326	1706	643	341	95	930	1087
SSH3		2971	7542	7354	1168	4993	9302	5333	9960	6858	1567
SSNA1		0	0	308	0	0	0	0	0	0	0
SSR1		65794	52099	50767	43397	43519	68739	37302	45883	51010	65654
SSR3		11918	7013	8715	9325	10473	12132	5762	10510	8198	7999
SSR4		81360	54748	54861	38624	52710	82520	31390	57838	69126	53792
SSRP1		3587	583	869	2736	743	1790	971	2656	1803	1419
SSU72		6736	2223	4129	223	6569	5405	7922	4181	6355	4633
ST13		25346	27678	29858	40864	36658	39241	48442	37740	35902	37670
ST14		849	0	1030	155	369	225	1639	998	0	353
ST3GAL1		1131	0	0	0	0	0	613	406	0	7619
ST3GAL4		0	0	450	0	0	520	5655	1525	0	0
STAB1		3053	2314	1082	1913	2904	4087	1101	678	9630	2574
STAG1		902	542	735	830	952	517	635	574	238	585
STAG2		749	549	993	69	763	666	842	994	865	818
STAM		1466	572	1413	1550	1974	1507	1867	2055	1389	1087
STAM2		2534	1068	2978	1551	2954	3167	2953	1304	2696	353
STAMBP		2806	4133	3999	863	3316	2549	8658	2587	2332	4903
STAP2		473	0	0	0	1017	52	1206	506	0	1444
STARD10		4222	16776	30151	0	20787	74465	84479	34022	9347	4327
STARD3		0	0	35	0	0	2518	870	374	0	0
STARD5		1188	0	0	0	795	0	2431	3713	1781	1163
STARD7		1636	0	838	984	0	0	1913	3145	0	513
STARD9		0	256	0	0	297	0	214	40	0	29
STAT1		70401	14713	13966	15991	25862	17935	16974	14984	8681	37106
STAT2		5519	2728	3845	4139	3869	4360	4408	3822	3406	4523
STAT3		27429	16146	15491	9887	19676	10735	16777	15653	16910	15779
STAT5A		2380	2002	2403	3817	11972	944	563	3751	1335	3203
STAT5B		3159	2029	2627	2457	3823	1927	661	1206	3038	1081
STAT6		1685	3244	3184	1472	7225	2321	1661	7321	2638	3263
STAU1		5294	4838	6845	3001	4176	4513	5197	10164	5765	7098
STAU2		1105	1503	1578	1034	1047	995	904	3430	315	3014
STBD1		0	0	2792	2490	2268	744	3982	3536	1725	3177
STC1		0	878	0	0	0	0	5181	263	0	0
STC2		0	9091	15518	0	20091	0	78186	28840	0	2560
STEAP3		2953	0	1233	580	660	441	264	0	617	0
STEAP4		3467	10993	3158	7099	3391	5324	33424	5808	6727	0
STEEP1		158	0	0	0	0	0	0	77	0	0
STIM1		3278	1742	2940	3677	2135	2549	9478	2384	2333	8013
STING1		13215	10391	6213	6420	10388	12483	6255	7048	14189	9751
STIP1		29709	30170	27248	26247	32340	44214	29399	31057	32726	56467
STK10		1408	134	624	712	695	1052	524	653	2407	809
STK11IP		772	589	506	0	521	653	1622	703	328	347
STK17B		1893	0	0	0	1698	1497	562	1222	0	1896
STK24		3776	5590	2830	3348	4646	3165	11345	3520	3474	4368
STK25		291	204	706	0	0	603	508	401	0	105
STK26		2425	0	715	425	1515	1922	1560	1654	1351	0
STK3		1043	0	1525	126	1264	601	802	1110	1028	1535
STK38		1045	1505	854	1190	1533	1422	1949	1899	1831	2207
STK38L		1283	694	2003	559	1136	2667	1850	947	2499	247
STK39		746	4759	1451	864	1633	2111	1357	6368	0	6102
STK4		5630	2226	2288	892	4505	4513	4876	2520	3342	3520
STMN1		27299	15619	20825	13610	21604	16247	23075	21618	25150	56401
STOM		63797	67366	110740	121092	127915	101447	82888	77554	69740	45099
STOML2		19826	13473	15029	14007	12997	13898	9256	15443	16770	11753
STON1		0	0	0	0	0	0	0	77	0	409
STON2		126	102	592	210	284	485	532	551	0	323
STRA6		0	0	0	0	0	786	0	0	0	0
STRAP		16609	10267	11680	6484	9493	12236	14959	13588	8379	14075
STRBP		9931	9622	9144	6521	9151	9826	9602	8818	6985	12132
STRIP1		1663	1146	1627	1123	1469	1275	1318	1702	2092	1660
STRN		2481	1680	2473	2275	2450	2168	1725	2398	2465	1674
STRN3		2656	2150	3089	1801	3460	2228	2637	2148	4105	2790
STRN4		854	1472	683	42	537	1069	571	887	346	4058
STS		0	0	0	0	145	786	367	278	73	169
STT3A		17154	7797	15324	16629	12878	14200	19801	10436	19411	13134
STT3B		5462	3772	5210	6022	5381	7337	3981	5700	3410	4603
STUB1		3537	6287	5488	3604	4352	6000	14429	13607	19495	7381
STX10		1871	0	1978	0	818	0	2675	1401	2905	489
STX11		200	0	0	65	0	150	1133	0	0	0
STX12		5450	7687	6157	15240	5356	6265	7371	5238	5554	12685
STX16		615	106	513	299	673	962	1140	1163	0	351
STX18		1691	1177	2176	1217	2252	1148	2441	1995	2781	1343
STX3		644	0	1133	0	788	1924	2498	974	0	0
STX4		6355	4628	4373	5448	6724	4453	4887	4259	6928	3562
STX5		2542	2874	3847	1807	2445	3006	3224	3079	3021	2540
STX6		3129	3057	2958	2766	1415	3061	2687	2795	0	2389
STX7		27184	16138	36749	40267	19896	20029	21009	12252	26806	13859
STX8		2819	2200	2568	4386	3165	2209	8057	1595	0	2376
STXBP1		968	1459	1423	2362	1800	1558	1182	1839	765	1727
STXBP2		3739	3203	4480	1007	4671	4524	6518	4357	3398	1695
STXBP3		2311	2147	2730	1883	2752	2199	2686	2362	2417	1926
STXBP5		38	0	223	0	0	68	1750	170	0	174
SUB1		23571	37495	40986	60922	19778	36076	86818	43298	9820	45688
SUCLA2		11379	10692	15629	11432	15615	13896	18198	8151	14213	4517
SUCLG1		58980	46230	49989	32791	52711	45873	69223	45908	42445	26311
SUCLG2		12369	20026	16518	10307	14814	12323	17619	21150	9630	13088
SUFU		338	0	178	0	457	0	596	275	0	0
SUGP2		646	291	639	0	963	181	810	1416	1233	1721
SUGT1		24918	19367	22334	14287	15517	22639	20382	17042	22688	22657
SULF1		250	211	273	536	0	320	753	284	0	933
SULF2		0	0	249	0	0	0	0	333	0	276
SULT1A1		19452	18822	30542	18709	34662	13731	21247	26716	18556	19548
SULT2B1		2763	3171	5858	1015	14270	16110	36735	18750	3874	11836
SUMF1		6627	4885	5378	4907	5430	5711	5453	4210	8564	2802
SUMF2		6159	7686	10702	5378	12963	14207	7843	16164	8066	5616
SUMO1		127643	66293	91160	53617	62634	65866	76959	56261	76316	83846
SUN1		2236	1873	2770	2907	3099	2566	933	2778	3354	1521
SUN2		4117	5228	3495	3379	5685	3662	4039	2958	5342	4281
SUOX		2506	9755	8795	5969	7316	4969	15661	14226	9370	7550
SUPT16H		3106	708	1198	1978	893	5118	1183	1488	897	1964
SUPT4H1		10169	8577	7902	3659	7711	9213	7614	6558	4872	7530
SUPT5H		2633	495	669	1484	528	1088	770	633	1623	1022
SUPT6H		1076	235	671	588	2126	609	625	581	195	923
SUPV3L1		3182	1692	1062	1249	1191	1921	2953	2149	405	3094
SURF1		972	1806	3059	0	2512	3464	9873	3003	630	2834
SURF4		20055	14407	26963	18104	16408	35607	17692	20669	25131	43305
SUSD2		2504	6705	4090	4084	6411	8225	787	7160	3979	3287
SVEP1		65	60	44	241	83	72	121	0	139	0
SVIL		583	671	607	590	707	461	267	375	550	1350
SWAP70		3170	2264	4346	5547	3219	3653	3059	3187	3449	3898
SYAP1		3617	4890	3884	824	3429	5076	7868	6199	4418	6326
SYBU		0	0	0	0	0	0	91	415	0	0
SYK		3917	1074	1717	942	4497	4488	3678	1511	3074	3319
SYMPK		689	691	1094	117	581	528	1013	895	310	951
SYNCRIP		9290	10365	17891	8294	18587	12593	18978	18066	12719	28958
SYNE1		120	33	55	126	99	90	35	16	123	114
SYNE2		238	171	142	111	223	153	231	165	201	37
SYNE3		496	536	634	842	1187	969	354	538	904	869
SYNGR1		7348	0	6487	21819	10310	15199	20913	13020	9090	12866
SYNGR2		87541	48233	39974	66280	48971	73450	79057	38902	15071	34037
SYNJ1		47	0	0	0	0	0	124	62	0	0
SYNJ2		0	0	0	185	264	0	150	24	0	0
SYNJ2BP		12494	13472	20369	12564	13080	19274	34784	17241	18178	11421
SYNM		1883	2511	3722	2432	5867	388	0	317	2699	0
SYNPO		538	92	548	0	408	330	392	182	0	634
SYNPO2		994	1512	1971	730	2345	1101	261	732	2490	1250
SYNRG		610	0	379	0	402	486	1061	472	0	326
SYPL1		51146	56295	58955	109659	61149	62097	67502	87427	59298	54148
SYT1		0	0	0	0	0	0	0	1207	981	0
SYT17		0	0	0	0	0	0	425	194	0	0
SYTL1		1480	1792	2778	440	2903	3899	3238	3976	3211	563
SYTL2		279	943	1459	0	616	1677	2976	975	1456	403
SYTL4		0	273	921	0	265	139	605	1331	0	0
SYVN1		177	1372	5285	3310	3972	4831	6415	7411	0	3171
TAB1		2340	1839	2170	1347	1658	1808	2719	2043	1493	3427
TAB2		351	0	603	0	385	251	0	503	0	794
TACC1		1888	1613	2123	2028	2552	2372	2231	2512	0	1593
TACC2		145	0	266	262	115	83	187	370	486	0
TACO1		6091	5011	3101	4018	9077	13653	25456	3534	3648	3808
TACSTD2		3484	10970	15004	8668	8724	14386	32735	7014	8476	17227
TAF10		1575	0	1151	0	1156	442	1548	1108	0	325
TAF15		5642	2780	12208	1163	12577	2814	2962	11407	5288	1477
TAF4		461	141	304	0	258	312	298	571	0	153
TAF5		0	0	0	0	0	0	0	152	0	0
TAF6		747	40	498	0	1767	289	582	529	302	833
TAF9		95	0	743	0	0	0	626	1251	0	1026
TAGLN		78115	169237	392023	89449	226759	134325	73855	96595	325529	451965
TAGLN2		661493	719924	611854	327564	397726	763241	574483	432134	568074	837217
TALDO1		149529	124405	140736	139712	142753	125487	115343	123398	106744	118377
TAMM41		2461	0	1301	0	1483	1946	1268	1482	0	757
TANC1		463	0	971	0	0	1057	0	948	0	53
TANC2		82	0	190	0	0	249	371	102	0	455
TANGO2		159	2401	2857	680	3620	3141	2744	3133	0	2440
TANGO6		0	0	0	0	0	0	531	27	0	0
TAOK2		671	307	672	0	412	462	478	652	611	367
TAOK3		1833	622	1133	1013	1442	1407	1126	1130	614	658
TAP1		16904	3303	7881	3988	7959	7828	3570	8345	4514	7995
TAP2		23089	1382	5956	1318	8178	7904	4775	2971	564	7778
TAPBP		194193	43088	40615	33617	59029	65630	35405	45458	35666	77335
TAPBPL		2203	0	1283	1572	3100	2281	938	2675	0	1061
TAPT1		1423	0	1692	0	2217	0	2391	2735	0	1076
TARBP1		212	32	132	0	22	24	469	250	0	60
TARBP2		634	318	752	0	452	627	719	902	734	1324
TARDBP		16848	18836	18356	15069	15203	15212	13728	23931	22630	81468
TARS1		11769	10167	14315	5526	9352	9244	12610	14531	9628	11298
TARS2		1566	1951	2337	1762	1263	1488	3529	1762	2216	1624
TASOR		343	0	266	0	157	119	176	514	209	0
TAT		0	474	317	0	0	3916	0	126	0	0
TATDN1		2857	3090	3356	3603	2992	1981	2602	5172	1821	6914
TATDN3		0	0	0	0	0	0	1627	1494	0	0
TAX1BP1		169	0	0	0	0	361	3441	527	0	0
TAX1BP3		33033	53805	64267	61260	49359	45449	22146	13496	42647	46885
TBC1D1		715	0	73	0	0	35	15	231	0	119
TBC1D10A		1227	0	889	619	1450	1712	1289	835	1117	913
TBC1D10B		0	0	0	0	0	0	0	913	0	1221
TBC1D10C		8116	590	0	0	3588	17533	0	633	0	887
TBC1D13		1355	1133	1689	1347	1723	1222	1283	1528	2282	1306
TBC1D15		5120	3626	4048	2712	4277	4660	4772	6471	4447	3834
TBC1D17		3805	4653	4909	4937	5580	5892	5416	5482	5948	2066
TBC1D2		0	0	0	0	0	0	77	309	0	797
TBC1D22A		3395	1335	1580	327	2106	3778	4710	2807	4351	754
TBC1D23		1686	1095	1325	330	1223	1677	4789	2274	1797	618
TBC1D24		1013	823	1220	499	727	911	771	3225	606	733
TBC1D2B		515	582	320	824	518	250	249	297	118	831
TBC1D4		615	464	815	399	528	372	1089	406	1261	337
TBC1D5		2846	2070	3002	1025	1458	1188	362	1991	3249	3218
TBC1D8		0	0	0	0	0	0	102	63	0	0
TBC1D8B		832	1723	1946	878	1341	1482	1361	1660	305	2191
TBC1D9		0	405	481	0	0	137	3516	1008	177	352
TBC1D9B		740	1050	696	831	953	804	997	1000	600	850
TBCA		41369	63151	92686	34861	50380	49755	69621	76411	22937	76750
TBCB		26569	19454	13911	22868	22441	16352	33758	18813	27435	11806
TBCC		2803	3202	2597	2375	3950	3322	4721	3751	3699	3079
TBCD		1663	1543	2084	1165	1587	1427	3490	3678	1776	2164
TBCE		3051	2082	3892	1555	492	628	4731	3506	750	4404
TBCEL		2207	2352	2721	832	2611	3210	2507	2141	5026	2070
TBK1		1497	511	1294	507	1272	1304	1185	1558	894	896
TBL1X		0	0	0	0	0	0	2362	69	0	0
TBL1XR1		2103	3130	1787	486	1929	1337	16339	3350	2545	3997
TBL2		3805	3337	4415	3335	2430	3962	6615	6248	2923	4041
TBL3		1692	545	1043	799	772	540	1006	851	1052	915
TBRG4		2210	512	451	0	510	0	1717	1125	0	4739
TBXAS1		4013	3644	4123	3602	3801	5207	2469	2152	2927	6981
TC2N		0	0	1449	0	0	2589	965	420	0	0
TCAF1		0	0	0	0	513	517	843	491	0	1207
TCAF2		1466	105	679	308	1368	1241	1802	446	800	1134
TCEA1		8428	14140	10253	6722	14479	10526	5458	11837	13804	18234
TCEA2		0	0	0	0	0	0	0	0	0	0
TCEA3		157	327	134	0	0	817	0	1656	0	751
TCEAL1		0	0	0	0	0	0	14971	1358	0	0
TCEAL3		733	2045	7616	0	6394	3265	139850	8387	6991	1405
TCEAL4		0	697	8861	233	5735	0	20373	9490	0	956
TCERG1		3027	886	1955	1634	1556	2010	2665	1670	1917	2206
TCF25		1759	0	1437	334	1686	1685	700	1834	1506	1003
TCIRG1		3133	783	2427	2046	1183	1928	5461	3293	1994	3257
TCL1A		27699	0	0	0	11593	20021	0	0	0	0
TCN1		0	0	0	2047	1080	0	0	154	0	0
TCOF1		134	0	0	1168	0	334	0	133	0	67
TCP1		30167	29637	25629	22023	23283	26810	30121	48508	31725	30026
TCP11L1		919	0	1250	77	1096	357	63	1285	0	4125
TCTN2		723	282	1262	0	388	303	6344	733	10375	0
TDO2		0	0	0	0	0	400	0	0	0	0
TDP1		665	0	573	0	406	381	977	433	0	521
TDP2		1565	0	743	0	0	0	1320	467	0	1295
TDRKH		1445	659	709	0	1588	1107	1293	635	0	1241
TECR		11822	10007	12659	20936	3595	11346	19674	15266	11397	13316
TECTA		508	405	428	762	324	390	789	767	0	631
TELO2		765	77	869	966	3200	0	1572	1596	0	1822
TEP1		150	137	193	0	223	202	416	207	0	118
TERF2		2272	1492	557	1352	718	2070	1360	820	641	381
TERF2IP		6117	693	2457	713	4233	4410	5904	3483	619	2868
TES		15844	14095	10189	4850	18516	13797	13517	4665	7749	10244
TEX10		607	238	433	0	545	518	498	870	0	1016
TEX2		171	0	136	0	0	365	472	116	0	27
TEX264		1327	690	1310	0	1289	782	932	10296	0	6127
TF		193223	479890	312013	843279	363241	430095	162246	103133	1095890	191180
TFAM		9557	12450	9581	10945	13599	8674	12094	9942	8439	5935
TFAP2C		682	6864	631	0	0	3243	5185	482	6671	0
TFAP2D		2626	0	5446	0	4395	3151	1283	4592	6432	7337
TFB2M		2980	0	1229	0	106	995	1580	854	0	1542
TFCP2		2511	1619	2034	258	1909	1939	1592	2332	899	1607
TFF1		0	3433	33470	0	0	18646	0	0	0	5214
TFG		16396	19984	20839	22208	17262	19038	21238	22332	23298	26547
TFIP11		1124	100	786	0	517	381	533	679	853	418
TFRC		8802	3980	3998	5330	3574	5226	4677	4244	4851	9577
TGFB1		864	2134	1764	0	4055	1943	3380	1271	0	3276
TGFB1I1		3234	7054	8490	6164	7807	5744	3091	6108	12733	11933
TGFBI		42228	75487	35380	58187	36588	49793	79100	23649	140652	173833
TGFBRAP1		1234	458	1144	72	1073	655	1756	1880	2044	1929
TGM1		0	0	193	963	0	0	158	1177	318	4375
TGM2		33854	20708	14067	9906	26074	27866	15252	7749	18161	14966
TGM3		367	0	477	277	615	465	703	1426	1527	4652
TGOLN2		0	1080	485	0	0	0	0	558	0	2733
THADA		196	0	45	0	0	96	154	137	0	0
THAP11		3335	2825	2159	1521	3378	2201	3012	2603	3099	2312
THAP4		2053	0	714	2149	2791	1921	3138	876	0	1416
THBS1		11655	23110	29530	16113	14257	18939	25800	27056	26561	61535
THBS2		4253	18202	21429	18300	9236	11051	20025	14578	8979	53187
THBS3		2323	3671	5400	4614	2762	4136	4012	937	9581	20506
THBS4		0	2010	1672	1930	1666	1383	237	578	1444	0
THEM4		954	2147	2265	5717	1847	1500	622	1102	5609	1088
THEM6		8449	10143	9106	31199	6795	7632	9178	20855	7374	12837
THEMIS2		7985	379	1802	1064	813	5157	501	1952	0	893
THNSL1		810	535	1017	378	783	691	1330	1561	503	1736
THOC1		2587	1407	1820	475	2065	1454	1289	1857	2040	1398
THOC2		569	331	319	480	116	328	205	490	0	1146
THOC3		3736	1153	2921	607	2693	2637	3465	2098	2628	2536
THOC6		6739	4952	4462	3057	6231	4222	2533	5912	4766	6445
THOC7		1354	209	1882	0	1438	520	1120	2127	1088	1043
THOP1		4335	2788	2639	1248	3461	4529	2514	3601	4554	1999
THRAP3		28	0	0	1635	123	172	51	338	0	34
THSD4		742	4267	4492	776	5293	857	6747	1880	4727	2163
THTPA		4658	5266	5176	1647	4473	5245	5149	4004	7725	3106
THUMPD1		4318	7858	5560	2998	14093	5619	2388	14113	6825	6170
THUMPD3		1256	1384	2096	340	1948	1399	3250	2325	1259	1295
THY1		55123	47622	47806	79197	35744	70251	28469	44720	85289	71645
THYN1		5508	7782	10579	6635	6111	8217	7950	7881	7734	3978
TIA1		16570	14425	13776	8158	10978	11212	43241	12278	22041	13726
TIAL1		11708	14071	9410	5019	13909	18736	9693	8805	38184	8169
TIAM2		0	0	135	0	313	0	0	269	0	0
TIGAR		7249	2289	5644	3527	4698	6242	4716	5465	5984	10827
TIMM10B		8730	0	6620	0	6588	0	8532	6214	9822	0
TIMM13		19029	26796	21798	21842	23267	15244	17533	34343	15426	61019
TIMM21		1515	360	704	1922	771	309	437	1929	0	3296
TIMM23		11712	4375	4307	3925	5425	5014	8030	6762	4944	5601
TIMM29		249	0	752	0	0	1020	1091	2384	0	0
TIMM44		6162	4767	5682	7290	10162	11692	5839	7607	4141	4721
TIMM50		4903	4426	2699	4967	4716	4415	2505	4636	10770	6787
TIMM8A		23689	25155	25490	17440	28277	14882	23272	22039	28175	25433
TIMM8B		7211	3277	3237	2572	15371	4257	8735	9437	5410	10522
TIMM9		14834	18220	14693	16708	18100	8842	17725	10514	3567	9000
TIMMDC1		2116	260	1099	1530	1241	1173	1518	1426	1258	1485
TIMP1		13680	18985	19778	37423	14923	27264	13950	11666	25669	8022
TIMP2		0	0	0	0	0	0	0	1723	0	9137
TIMP3		1252	12345	8529	9072	35734	11740	10159	5476	3381	9990
TINAGL1		7980	22806	19925	5251	41550	9875	2319	6818	17517	0
TIPRL		10383	12448	10743	8651	8673	9784	9276	6341	11048	13516
TJAP1		705	0	1242	479	0	1156	1220	502	1981	1237
TJP1		853	614	833	1016	511	1037	574	642	579	1267
TJP2		1343	441	1165	1117	640	1429	1452	1281	0	707
TJP3		641	112	481	297	81	715	1697	742	0	599
TK1		13860	0	741	0	0	1311	1887	2054	2043	3208
TK2		3460	2450	2681	5992	4044	2694	2733	2592	0	1339
TKFC		7248	9961	19789	5128	12545	11262	22036	20773	8812	4589
TKT		80298	70347	81957	119171	109448	76484	34954	96506	63933	94886
TLE1		832	0	208	0	0	531	0	122	0	0
TLE3		2916	3727	2559	2592	3272	3400	6222	2824	3379	2373
TLK2		199	185	0	0	0	0	661	0	535	65
TLN1		11082	9464	11314	12767	11151	9086	5946	7961	15301	10202
TLN2		900	1846	2091	4186	11248	2054	1267	994	986	1438
TLR2		866	0	355	0	340	284	510	675	0	536
TLR3		346	0	494	0	0	0	864	64	0	733
TM7SF2		2205	3448	3525	4558	4300	10957	5174	6358	3015	2518
TM9SF1		3588	2614	5495	2397	3519	5709	6207	3561	5990	2645
TM9SF2		12863	9167	11610	7821	7221	16379	12719	11889	9360	11567
TM9SF3		26946	10557	18329	16116	12001	36549	30781	25025	16166	15612
TM9SF4		3752	4284	5798	1729	3323	5239	20850	5795	3566	3747
TMA16		0	0	1202	0	0	1670	0	3733	0	231
TMBIM6		805	567	3353	0	2187	1515	2493	6903	1280	1312
